IDConsulta;Creation_Time;Index_Suggestions_Flag;Warnings_Flag;Table_Scan_Flag;Index_Scan_Flag;last_execution_time;last_worker_time;last_logical_reads;last_elapsed_time;Categoria
865;2025-02-28 07:36:39.670;0;0;0;0;2025-02-28 07:39:56.297;84;0;85;2
1107;2025-02-28 06:45:26.833;0;0;0;1;2025-02-28 08:03:46.580;127;2;127;2
1108;2025-02-28 06:46:58.277;0;0;0;1;2025-02-28 08:03:53.703;157;2;158;2
1109;2025-02-28 06:46:58.277;0;0;0;1;2025-02-28 08:04:01.590;150;2;150;2
1110;2025-02-28 06:46:05.510;0;0;0;1;2025-02-28 08:04:14.000;836;16;837;2
1111;2025-02-28 06:49:28.340;0;0;0;1;2025-02-28 08:04:30.763;199;3;199;2
1112;2025-02-28 06:56:58.210;0;0;0;1;2025-02-28 08:04:25.710;407809;47835;147151;1
1113;2025-02-28 06:48:27.703;0;0;0;0;2025-02-28 08:04:33.867;41;0;42;2
1114;2025-02-28 06:46:39.220;0;0;0;1;2025-02-28 08:04:49.893;50;2;50;2
1115;2025-02-28 07:32:37.407;0;0;0;1;2025-02-28 08:04:48.910;523;16;523;2
1116;2025-02-28 06:46:58.277;0;0;0;1;2025-02-28 08:04:57.150;210;2;212;2
1117;2025-02-28 06:51:44.733;0;0;0;1;2025-02-28 08:05:00.910;3940;16;3991;1
1118;2025-02-28 06:46:39.220;0;0;0;1;2025-02-28 08:05:02.413;45;2;46;2
1119;2025-02-28 07:44:12.590;0;0;0;1;2025-02-28 08:05:02.340;266766;47631;1417548;1
1120;2025-02-28 07:34:29.240;0;0;0;1;2025-02-28 08:05:17.143;113;4;113;2
1121;2025-02-28 07:35:53.357;0;1;0;1;2025-02-28 08:05:22.150;1591;16;1592;1
1122;2025-02-28 06:48:27.703;0;0;0;0;2025-02-28 08:05:44.067;62;0;63;2
1123;2025-02-28 06:53:11.200;0;1;0;1;2025-02-28 08:05:52.073;37743;633;37746;1
1124;2025-02-28 06:48:27.703;0;0;0;1;2025-02-28 08:06:08.267;140;2;140;2
1125;2025-02-28 07:33:44.840;0;0;0;1;2025-02-28 08:06:17.537;2250;1257;2250;1
1126;2025-02-28 06:52:51.153;0;0;0;1;2025-02-28 08:06:32.167;243;4;244;2
1127;2025-02-28 07:35:53.357;0;1;0;1;2025-02-28 08:06:40.700;6465;16;6466;1
1128;2025-02-28 06:49:28.340;0;0;0;1;2025-02-28 08:06:43.233;185;3;185;2
1129;2025-02-28 06:48:27.713;0;0;0;1;2025-02-28 08:06:43.173;410118;47835;1239869;1
1130;2025-02-28 06:48:27.710;0;0;0;1;2025-02-28 08:06:43.183;254744;47545;1336152;1
1131;2025-02-28 06:45:38.663;0;0;0;1;2025-02-28 08:06:55.377;355;20;356;2
1145;2025-02-28 07:34:29.240;0;0;0;1;2025-02-28 08:08:36.123;181;4;182;2
866;2025-02-28 06:49:28.340;0;0;0;1;2025-02-28 07:40:13.023;616;3;617;2
867;2025-02-28 06:48:27.703;0;0;0;1;2025-02-28 07:40:18.033;235;2;236;2
868;2025-02-28 06:49:28.340;0;0;0;1;2025-02-28 07:40:25.043;580;3;581;2
869;2025-02-28 06:46:39.220;0;0;0;1;2025-02-28 07:40:33.837;58;2;58;2
870;2025-02-28 06:49:09.743;0;1;0;1;2025-02-28 07:40:33.810;411;16;412;1
871;2025-02-28 06:47:29.627;0;0;0;1;2025-02-28 07:40:39.053;425;2;426;2
872;2025-02-28 06:48:27.703;0;0;0;1;2025-02-28 07:40:46.860;164;2;164;2
873;2025-02-28 06:46:39.220;0;0;0;1;2025-02-28 07:40:58.090;171;2;171;2
874;2025-02-28 07:34:29.240;0;0;0;1;2025-02-28 07:40:59.077;297;4;298;2
875;2025-02-28 06:46:58.277;0;0;0;1;2025-02-28 07:41:06.097;102;2;103;2
876;2025-02-28 06:53:11.200;0;1;0;1;2025-02-28 07:41:23.127;37610;633;37613;1
877;2025-02-28 06:48:27.703;0;0;0;0;2025-02-28 07:41:29.170;43;0;43;2
878;2025-02-28 07:32:37.407;0;0;0;1;2025-02-28 07:41:39.180;263589;47857;117823;1
879;2025-02-28 06:45:40.863;0;0;0;1;2025-02-28 07:41:39.180;473;16;473;2
880;2025-02-28 07:32:37.390;0;1;0;1;2025-02-28 07:41:50.313;9623;3399;9624;1
881;2025-02-28 06:49:28.340;0;0;0;1;2025-02-28 07:41:54.433;200;3;201;2
882;2025-02-28 06:48:27.703;0;0;0;0;2025-02-28 07:41:54.467;24;0;24;2
883;2025-02-28 07:33:15.803;1;0;0;1;2025-02-28 07:42:11.630;3302;61;3303;1
884;2025-02-28 06:50:23.883;0;0;0;1;2025-02-28 07:42:20.667;6575;1260;6578;1
885;2025-02-28 07:32:37.390;0;1;0;1;2025-02-28 07:42:25.647;28186;3403;28188;1
886;2025-02-28 06:45:38.663;0;0;0;1;2025-02-28 07:42:37.687;444;20;445;2
887;2025-02-28 06:45:26.833;0;0;0;1;2025-02-28 07:42:42.737;61;2;61;2
888;2025-02-28 06:50:23.790;1;0;0;1;2025-02-28 07:42:50.787;15558;61;15560;1
889;2025-02-28 07:36:39.670;0;0;0;0;2025-02-28 07:42:43.693;46;0;46;2
890;2025-02-28 06:51:44.733;0;0;0;1;2025-02-28 07:42:59.810;7352;16;7354;1
891;2025-02-28 06:48:27.703;0;0;0;1;2025-02-28 07:43:07.827;593;2;595;2
892;2025-02-28 07:32:37.407;0;0;0;1;2025-02-28 07:43:04.733;325941;47857;142308;1
893;2025-02-28 06:46:58.277;0;0;0;1;2025-02-28 07:43:11.930;57;2;57;2
894;2025-02-28 07:34:29.240;0;0;0;1;2025-02-28 07:43:11.953;71;4;71;2
895;2025-02-28 06:45:26.833;0;0;0;1;2025-02-28 07:43:15.833;64;2;65;2
896;2025-02-28 06:46:58.277;0;0;0;1;2025-02-28 07:43:20.980;48;2;48;2
897;2025-02-28 07:32:37.390;0;1;0;1;2025-02-28 07:43:29.010;11690;3399;22854;1
898;2025-02-28 07:32:37.390;0;0;0;1;2025-02-28 07:43:28.950;1806;16;1807;1
899;2025-02-28 06:47:29.627;0;0;0;1;2025-02-28 07:43:28.950;56;2;56;2
900;2025-02-28 06:45:26.833;0;0;0;1;2025-02-28 07:43:35.077;49;2;49;2
901;2025-02-28 06:47:29.627;0;0;0;1;2025-02-28 07:43:34.547;169;2;170;2
902;2025-02-28 06:46:58.277;0;0;0;1;2025-02-28 07:43:50.080;74;2;74;2
903;2025-02-28 07:33:44.840;0;0;0;1;2025-02-28 07:43:42.553;3733;1260;3734;1
904;2025-02-28 06:50:23.883;0;0;0;1;2025-02-28 07:43:50.080;2988;1257;2989;1
905;2025-02-28 06:48:27.703;0;0;0;1;2025-02-28 07:43:55.090;133;2;133;2
906;2025-02-28 06:45:38.663;0;0;0;1;2025-02-28 07:43:54.563;153;20;153;2
907;2025-02-28 06:50:23.883;0;0;0;1;2025-02-28 07:43:55.090;3783;1260;3784;1
908;2025-02-28 06:49:28.340;0;0;0;1;2025-02-28 07:44:09.107;1005;3;1007;1
909;2025-02-28 06:48:27.703;0;0;0;1;2025-02-28 07:44:09.100;460;2;461;2
910;2025-02-28 07:44:12.590;0;0;0;1;2025-02-28 07:44:12.613;301422;47835;137123;1
911;2025-02-28 06:45:26.833;0;0;0;1;2025-02-28 07:44:21.117;81;2;82;2
912;2025-02-28 06:48:27.703;0;0;0;1;2025-02-28 07:44:31.173;161;2;161;2
913;2025-02-28 06:48:27.713;0;0;0;1;2025-02-28 07:44:31.133;566917;47835;159426;1
914;2025-02-28 07:32:37.390;0;1;0;1;2025-02-28 07:44:32.773;19772;3399;19773;1
915;2025-02-28 07:44:12.590;0;0;0;1;2025-02-28 07:44:57.870;289274;47835;122634;1
916;2025-02-28 06:48:27.703;0;0;0;0;2025-02-28 07:44:50.550;23;0;24;2
917;2025-02-28 07:44:12.590;0;0;0;1;2025-02-28 07:45:07.000;352654;47835;404463;1
918;2025-02-28 06:47:29.627;0;0;0;1;2025-02-28 07:45:07.027;54;2;54;2
919;2025-02-28 07:36:39.670;0;0;0;0;2025-02-28 07:45:07.027;19;0;19;2
920;2025-02-28 07:35:53.357;0;1;0;1;2025-02-28 07:45:20.413;1510;16;1510;1
921;2025-02-28 06:46:39.220;0;0;0;1;2025-02-28 07:45:27.037;92;2;93;2
922;2025-02-28 06:49:28.340;0;0;0;1;2025-02-28 07:45:34.043;424;3;424;2
923;2025-02-28 07:32:37.390;0;1;0;1;2025-02-28 07:45:39.433;29961;3403;29991;1
924;2025-02-28 07:33:44.840;0;0;0;1;2025-02-28 07:45:59.487;5025;1257;5026;1
925;2025-02-28 06:47:29.627;0;0;0;1;2025-02-28 07:46:09.097;105;2;106;2
926;2025-02-28 06:49:28.340;0;0;0;1;2025-02-28 07:46:16.103;674;3;676;2
927;2025-02-28 07:32:37.390;0;1;0;1;2025-02-28 07:46:14.500;12698;3399;12698;1
928;2025-02-28 07:33:44.840;0;0;0;1;2025-02-28 07:46:21.520;3720;1260;3721;1
929;2025-02-28 07:32:37.407;0;0;0;1;2025-02-28 07:46:35.530;351564;47857;311135;1
930;2025-02-28 06:50:23.883;0;0;0;1;2025-02-28 07:46:31.117;2945;1257;2946;1
931;2025-02-28 06:53:11.200;0;1;0;1;2025-02-28 07:46:42.250;19692;633;38959;1
932;2025-02-28 06:45:38.663;0;0;0;1;2025-02-28 07:46:42.307;165;20;166;2
933;2025-02-28 06:45:40.863;0;0;0;1;2025-02-28 07:46:42.243;710;16;710;2
934;2025-02-28 06:46:58.277;0;0;0;1;2025-02-28 07:46:52.690;134;2;135;2
935;2025-02-28 06:45:26.833;0;0;0;1;2025-02-28 07:46:56.187;68;2;68;2
936;2025-02-28 06:50:23.790;1;0;0;1;2025-02-28 07:46:52.690;10741;61;10743;1
937;2025-02-28 06:47:29.627;0;0;0;1;2025-02-28 07:47:01.707;169;2;170;2
938;2025-02-28 06:49:28.340;0;0;0;1;2025-02-28 07:47:22.727;201;3;202;2
939;2025-02-28 06:48:27.703;0;0;0;1;2025-02-28 07:47:21.207;181;2;182;2
940;2025-02-28 06:48:27.713;0;0;0;1;2025-02-28 07:47:36.887;511473;47835;162102;1
941;2025-02-28 06:56:58.210;0;0;0;1;2025-02-28 07:47:30.733;393171;47835;146771;1
942;2025-02-28 06:49:09.743;0;1;0;1;2025-02-28 07:47:30.880;360;16;361;1
943;2025-02-28 06:45:26.833;0;0;0;1;2025-02-28 07:47:55.210;74;2;74;2
944;2025-02-28 06:45:38.663;0;0;0;1;2025-02-28 07:48:04.217;272;20;272;2
945;2025-02-28 06:47:29.627;0;0;0;1;2025-02-28 07:48:05.310;77;2;77;2
946;2025-02-28 06:46:39.220;0;0;0;1;2025-02-28 07:48:18.230;85;2;85;2
947;2025-02-28 06:49:09.743;0;1;0;1;2025-02-28 07:48:17.480;220;16;220;1
948;2025-02-28 07:32:37.390;0;0;0;1;2025-02-28 07:48:26.530;5585;16;5586;1
949;2025-02-28 06:47:29.627;0;0;0;1;2025-02-28 07:48:30.240;153;2;153;2
950;2025-02-28 06:56:58.210;0;0;0;1;2025-02-28 07:48:40.247;215149;47835;106411;1
951;2025-02-28 06:48:27.713;0;0;0;1;2025-02-28 07:48:55.470;488201;47835;279853;1
952;2025-02-28 06:47:29.627;0;0;0;1;2025-02-28 07:48:58.737;142;2;143;2
953;2025-02-28 07:48:53.560;0;0;0;1;2025-02-28 07:48:53.583;386842;47835;146584;1
954;2025-02-28 07:49:00.123;0;0;0;1;2025-02-28 07:49:00.143;356;2;958;2
955;2025-02-28 07:49:00.127;0;0;0;1;2025-02-28 07:49:00.143;143;2;143;2
956;2025-02-28 07:49:00.130;0;0;0;1;2025-02-28 07:49:00.150;36;0;36;2
957;2025-02-28 07:49:00.130;0;0;0;1;2025-02-28 07:49:00.150;1593;7;2318;1
958;2025-02-28 07:32:37.407;0;0;0;1;2025-02-28 07:49:08.747;455;16;455;2
959;2025-02-28 07:49:01.243;0;0;0;1;2025-02-28 07:49:01.243;105;2;106;2
960;2025-02-28 07:49:07.500;0;0;0;1;2025-02-28 07:49:07.500;3789;2;4198;1
961;2025-02-28 07:49:00.123;0;0;0;1;2025-02-28 07:49:06.407;45;2;46;2
962;2025-02-28 07:49:00.127;0;0;0;1;2025-02-28 07:49:06.407;17;2;18;2
963;2025-02-28 07:49:00.130;0;0;0;1;2025-02-28 07:49:06.413;17;0;17;2
964;2025-02-28 07:49:00.130;0;0;0;1;2025-02-28 07:49:06.413;575;5;577;2
965;2025-02-28 07:49:18.810;0;0;0;1;2025-02-28 07:49:18.810;4368;2;4605;1
966;2025-02-28 06:49:28.340;0;0;0;1;2025-02-28 07:49:13.763;896;3;897;2
967;2025-02-28 07:49:00.123;0;0;0;1;2025-02-28 07:49:17.720;44;2;45;2
968;2025-02-28 07:49:00.127;0;0;0;1;2025-02-28 07:49:17.720;15;2;15;2
969;2025-02-28 07:49:00.130;0;0;0;1;2025-02-28 07:49:17.723;17;0;17;2
970;2025-02-28 07:49:00.130;0;0;0;1;2025-02-28 07:49:17.727;557;5;559;2
971;2025-02-28 06:47:09.163;0;0;0;1;2025-02-28 07:49:14.763;3269;38;3270;1
972;2025-02-28 07:49:26.920;0;0;0;1;2025-02-28 07:49:26.920;422;4;94110;1
973;2025-02-28 06:45:38.663;0;0;0;1;2025-02-28 07:49:22.783;273;20;273;2
974;2025-02-28 07:49:00.123;0;0;0;1;2025-02-28 07:49:25.827;52;2;52;2
975;2025-02-28 07:49:00.127;0;0;0;1;2025-02-28 07:49:25.827;15;2;15;2
976;2025-02-28 07:49:00.130;0;0;0;1;2025-02-28 07:49:25.833;12;0;12;2
977;2025-02-28 07:49:00.130;0;0;0;1;2025-02-28 07:49:25.833;425;5;426;2
978;2025-02-28 06:51:44.733;0;0;0;1;2025-02-28 07:49:30.400;5066;16;5470;1
979;2025-02-28 06:53:11.200;0;1;0;1;2025-02-28 07:49:44.547;32782;633;32784;1
980;2025-02-28 06:48:27.703;0;0;0;1;2025-02-28 07:49:41.817;84;2;84;2
981;2025-02-28 07:32:37.407;0;0;0;1;2025-02-28 07:49:49.820;848;16;849;2
982;2025-02-28 07:49:47.323;0;0;0;1;2025-02-28 07:49:47.323;2235;29;135042;1
983;2025-02-28 07:49:00.123;0;0;0;1;2025-02-28 07:49:46.220;40;2;40;2
984;2025-02-28 07:49:00.127;0;0;0;1;2025-02-28 07:49:46.220;13;2;13;2
985;2025-02-28 07:49:00.130;0;0;0;1;2025-02-28 07:49:46.227;13;0;13;2
986;2025-02-28 07:49:00.130;0;0;0;1;2025-02-28 07:49:46.227;385;5;387;2
987;2025-02-28 07:44:12.590;0;0;0;1;2025-02-28 07:49:55.827;212790;47835;98295;1
988;2025-02-28 06:47:29.627;0;0;0;1;2025-02-28 07:49:58.590;241;2;242;2
989;2025-02-28 06:46:58.277;0;0;0;1;2025-02-28 07:50:07.937;203;2;204;2
990;2025-02-28 06:56:58.210;0;0;0;1;2025-02-28 07:50:09.597;232674;47835;101077;1
991;2025-02-28 06:49:09.743;0;1;0;1;2025-02-28 07:50:18.053;343;16;343;1
992;2025-02-28 06:45:38.663;0;0;0;1;2025-02-28 07:50:29.720;177;20;178;2
993;2025-02-28 06:51:44.733;0;0;0;1;2025-02-28 07:50:23.710;3558;16;3559;1
994;2025-02-28 07:32:37.407;0;0;0;1;2025-02-28 07:50:30.267;275163;47329;1555048;1
995;2025-02-28 07:48:53.560;0;0;0;1;2025-02-28 07:50:30.277;411256;47352;1484642;1
996;2025-02-28 07:33:15.803;1;0;0;1;2025-02-28 07:50:40.723;3484;61;3485;1
997;2025-02-28 06:45:38.663;0;0;0;1;2025-02-28 07:50:48.737;167;20;167;2
998;2025-02-28 07:36:39.670;0;0;0;0;2025-02-28 07:51:08.747;30;0;30;2
999;2025-02-28 07:34:29.240;0;0;0;1;2025-02-28 07:51:18.753;85;4;85;2
1000;2025-02-28 06:49:09.743;0;1;0;1;2025-02-28 07:51:26.733;301;16;302;1
1001;2025-02-28 06:53:11.200;0;1;0;1;2025-02-28 07:51:35.763;37802;633;93541;1
1002;2025-02-28 06:48:27.713;0;0;0;1;2025-02-28 07:51:47.873;523006;47835;196469;1
1003;2025-02-28 06:46:58.277;0;0;0;1;2025-02-28 07:51:51.573;75;2;76;2
1004;2025-02-28 06:53:11.200;0;1;0;1;2025-02-28 07:52:00.077;22310;633;23822;1
1005;2025-02-28 06:49:28.340;0;0;0;1;2025-02-28 07:52:13.357;295;3;296;2
1006;2025-02-28 07:32:37.390;0;0;0;1;2025-02-28 07:52:26.690;1699;16;1699;1
1007;2025-02-28 06:49:09.743;0;1;0;1;2025-02-28 07:52:22.713;319;16;319;1
1008;2025-02-28 06:46:39.220;0;0;0;1;2025-02-28 07:52:36.723;61;2;61;2
1009;2025-02-28 06:48:27.703;0;0;0;0;2025-02-28 07:52:36.723;20;0;20;2
1010;2025-02-28 06:52:51.153;0;0;0;1;2025-02-28 07:52:47.730;173;4;174;2
1011;2025-02-28 06:49:09.743;0;1;0;1;2025-02-28 07:52:42.727;318;16;318;1
1012;2025-02-28 06:48:27.703;0;0;0;1;2025-02-28 07:52:51.703;59;2;59;2
1013;2025-02-28 06:49:09.743;0;1;0;1;2025-02-28 07:52:57.737;460;16;461;1
1014;2025-02-28 06:46:05.510;0;0;0;1;2025-02-28 07:53:05.710;1450;16;1451;1
1015;2025-02-28 06:45:38.663;0;0;0;1;2025-02-28 07:53:07.760;157;20;157;2
1016;2025-02-28 07:36:39.670;0;0;0;0;2025-02-28 07:53:42.917;20;0;20;2
1017;2025-02-28 06:48:27.703;0;0;0;1;2025-02-28 07:53:56.040;120;2;121;2
1018;2025-02-28 07:34:29.240;0;0;0;1;2025-02-28 07:53:51.033;191;4;191;2
1019;2025-02-28 06:45:40.863;0;0;0;1;2025-02-28 07:53:56.810;608;16;608;2
1020;2025-02-28 06:50:23.790;1;0;0;1;2025-02-28 07:54:10.023;5279;61;8816;1
1021;2025-02-28 06:49:28.340;0;0;0;1;2025-02-28 07:54:14.057;191;3;191;2
1022;2025-02-28 06:45:40.863;0;0;0;1;2025-02-28 07:54:17.173;843;16;844;2
1023;2025-02-28 07:35:53.357;0;1;0;1;2025-02-28 07:54:24.063;7168;16;7170;1
1024;2025-02-28 06:45:26.833;0;0;0;1;2025-02-28 07:54:31.630;57;2;57;2
1025;2025-02-28 07:32:37.390;0;1;0;1;2025-02-28 07:54:33.100;14761;3399;43988;1
1026;2025-02-28 07:44:12.590;0;0;0;1;2025-02-28 07:54:41.167;327916;47835;136741;1
1027;2025-02-28 06:45:26.833;0;0;0;1;2025-02-28 07:55:04.633;54;2;55;2
1028;2025-02-28 07:32:37.390;0;0;0;1;2025-02-28 07:55:08.327;6449;16;6451;1
1029;2025-02-28 06:49:09.743;0;1;0;1;2025-02-28 07:55:22.340;405;16;405;1
1030;2025-02-28 06:46:39.220;0;0;0;1;2025-02-28 07:55:39.933;139;2;140;2
1031;2025-02-28 07:32:37.407;0;0;0;1;2025-02-28 07:55:34.360;2443;16;2445;1
1032;2025-02-28 06:45:26.833;0;0;0;1;2025-02-28 07:55:34.357;156;2;157;2
1033;2025-02-28 06:48:27.710;0;0;0;1;2025-02-28 07:55:34.790;323881;47857;135337;1
1034;2025-02-28 07:32:37.407;0;0;0;1;2025-02-28 07:55:45.367;250026;47857;120202;1
1035;2025-02-28 06:49:09.743;0;1;0;1;2025-02-28 07:55:45.370;345;16;346;1
1036;2025-02-28 06:49:09.743;0;1;0;1;2025-02-28 07:55:58.493;622;16;623;1
1037;2025-02-28 06:46:39.220;0;0;0;1;2025-02-28 07:56:01.950;64;2;64;2
1038;2025-02-28 06:45:38.663;0;0;0;1;2025-02-28 07:56:11.113;228;20;229;2
1039;2025-02-28 07:32:37.390;0;0;0;1;2025-02-28 07:56:13.507;6056;16;6058;1
1040;2025-02-28 06:46:58.277;0;0;0;1;2025-02-28 07:56:38.553;147;2;148;2
1041;2025-02-28 06:49:09.743;0;1;0;1;2025-02-28 07:56:30.543;901;16;902;1
1042;2025-02-28 06:49:28.340;0;0;0;1;2025-02-28 07:56:52.637;450;3;451;2
1043;2025-02-28 06:53:11.200;0;1;0;1;2025-02-28 07:57:18.657;25051;633;25052;1
1044;2025-02-28 06:46:39.220;0;0;0;1;2025-02-28 07:57:12.650;117;2;118;2
1045;2025-02-28 06:45:26.833;0;0;0;1;2025-02-28 07:57:29.693;98;2;99;2
1046;2025-02-28 06:47:29.627;0;0;0;1;2025-02-28 07:57:24.687;279;2;280;2
1047;2025-02-28 07:32:37.407;0;0;0;1;2025-02-28 07:57:36.667;755;16;756;2
1048;2025-02-28 06:45:38.663;0;0;0;1;2025-02-28 07:57:43.707;478;20;479;2
1049;2025-02-28 06:52:51.153;0;0;0;1;2025-02-28 07:57:52.713;233;4;234;2
1050;2025-02-28 06:48:27.703;0;0;0;1;2025-02-28 07:58:01.050;62;2;62;2
1051;2025-02-28 06:46:58.277;0;0;0;1;2025-02-28 07:58:01.723;106;2;107;2
1052;2025-02-28 07:32:37.407;0;0;0;1;2025-02-28 07:58:08.127;1633;16;1635;1
1053;2025-02-28 06:46:58.277;0;0;0;1;2025-02-28 07:58:12.733;142;2;143;2
1054;2025-02-28 06:52:51.153;0;0;0;1;2025-02-28 07:58:28.793;80;4;80;2
1055;2025-02-28 06:53:11.200;0;1;0;1;2025-02-28 07:58:28.760;40107;633;40898;1
1056;2025-02-28 06:48:27.710;0;0;0;1;2025-02-28 07:58:28.793;247712;47284;1330529;1
1057;2025-02-28 07:33:15.803;1;0;0;1;2025-02-28 07:58:32.153;4022;61;4023;1
1058;2025-02-28 06:45:26.833;0;0;0;1;2025-02-28 07:58:40.160;110;2;111;2
1059;2025-02-28 06:45:38.663;0;0;0;1;2025-02-28 07:58:42.303;441;20;442;2
1060;2025-02-28 07:32:37.407;0;0;0;1;2025-02-28 07:58:51.173;508;16;508;2
1061;2025-02-28 06:45:26.833;0;0;0;1;2025-02-28 07:58:58.180;88;2;89;2
1546;2025-03-03 20:46:04.330;0;0;0;1;2025-03-03 20:46:04.340;1499;26;1655;1
1547;2025-03-03 20:46:02.027;0;1;0;1;2025-03-03 20:46:02.067;1156;22;8737;1
1548;2025-03-03 20:46:08.933;0;1;0;1;2025-03-03 20:46:09.000;3761;832;3839;1
1549;2025-03-03 20:46:04.053;0;0;0;1;2025-03-03 20:46:04.067;3003;32;3311;1
1550;2025-03-03 20:46:05.607;0;1;0;1;2025-03-03 20:46:05.653;408911;7508;487557;1
1551;2025-03-03 20:46:04.807;0;0;0;1;2025-03-03 20:46:04.883;1454;58;1606;1
1552;2025-03-03 20:46:03.653;0;0;0;1;2025-03-03 20:46:03.703;2415;88;2796;1
1553;2025-03-03 20:46:08.233;0;0;0;1;2025-03-03 20:46:08.307;1553;83;1705;1
1554;2025-03-03 20:46:02.577;0;0;0;1;2025-03-03 20:46:02.673;2146;112;2308;1
1555;2025-03-03 20:46:05.207;0;0;0;1;2025-03-03 20:46:05.230;74582;1834;89994;1
1556;2025-03-03 20:46:09.360;0;1;0;1;2025-03-03 20:46:09.470;186536;6910;213354;1
1557;2025-03-03 20:46:08.690;0;0;0;1;2025-03-03 20:46:08.740;1669;43;1866;1
1558;2025-03-03 20:46:01.940;0;0;0;0;2025-03-03 20:46:01.943;1176;8;1285;1
1559;2025-03-03 20:46:03.167;0;1;0;1;2025-03-03 20:46:03.257;663;2;664;1
1560;2025-03-03 20:46:08.113;0;0;0;1;2025-03-03 20:46:08.117;906;2;1060;1
1593;2025-03-06 07:03:44.147;0;0;0;0;2025-03-06 07:03:44.150;614;2;615;2
1594;2025-03-06 07:03:55.137;0;0;0;0;2025-03-06 07:03:55.140;64;0;65;2
1595;2025-03-06 07:03:55.140;0;0;0;0;2025-03-06 07:03:55.140;35;0;36;2
1596;2025-03-06 07:04:37.123;0;0;0;0;2025-03-06 07:04:37.123;455;2;456;2
1597;2025-03-06 07:04:37.123;0;0;0;0;2025-03-06 07:04:37.123;38;0;39;2
1561;2025-03-03 20:46:02.273;0;1;0;1;2025-03-03 20:46:02.320;1523;24;1676;1
1562;2025-03-03 20:46:04.653;0;0;0;1;2025-03-03 20:46:04.667;943;14;1043;1
1563;2025-03-03 20:46:17.263;0;0;0;1;2025-03-03 20:46:17.277;2419;120;2518;1
1564;2025-03-03 20:46:20.360;0;0;0;0;2025-03-03 20:46:20.377;64165;458;76916;1
1565;2025-03-03 20:46:17.527;0;0;0;1;2025-03-03 20:46:17.543;2237;76;2238;1
1566;2025-03-03 20:46:18.143;0;0;0;1;2025-03-03 20:46:18.153;2985;76;3108;1
1567;2025-03-03 20:46:17.030;0;0;0;1;2025-03-03 20:46:17.040;1621;18;1819;1
1568;2025-03-03 20:46:16.063;0;0;0;1;2025-03-03 20:46:16.153;102824;3899;123250;1
1569;2025-03-03 20:46:19.760;0;0;0;1;2025-03-03 20:46:19.823;9005;351;10884;1
1570;2025-03-03 20:46:18.287;0;0;0;1;2025-03-03 20:46:18.310;2701;76;2703;1
1571;2025-03-03 20:46:17.810;0;0;0;1;2025-03-03 20:46:17.810;3611;32;4522;1
1572;2025-03-03 20:46:18.030;0;0;0;1;2025-03-03 20:46:18.033;241;0;242;2
1573;2025-03-03 20:46:17.400;0;0;0;1;2025-03-03 20:46:17.410;1435;76;1436;1
1574;2025-03-03 20:46:17.157;0;0;0;1;2025-03-03 20:46:17.160;893;12;996;2
1575;2025-03-03 20:46:10.670;0;0;0;1;2025-03-03 20:46:10.683;185684;117;232886;1
1576;2025-03-03 20:46:17.913;0;0;0;1;2025-03-03 20:46:17.917;691;60;796;2
1577;2025-03-03 20:46:18.980;0;0;0;1;2025-03-03 20:46:19.060;145254;5349;174946;1
1578;2025-03-03 20:46:18.483;0;0;0;1;2025-03-03 20:46:18.623;1679;37;1681;1
1579;2025-03-03 20:46:11.947;0;0;0;1;2025-03-03 20:46:11.963;995;23;1088;1
1580;2025-03-03 20:46:11.283;0;1;0;1;2025-03-03 20:46:11.303;187250;25;239232;1
1581;2025-03-03 20:46:17.673;0;0;0;1;2025-03-03 20:46:17.687;1202;14;1342;1
1582;2025-03-03 20:46:21.157;0;0;0;1;2025-03-03 20:46:21.170;7905;240;8080;1
1583;2025-03-03 20:46:30.627;0;0;0;1;2025-03-03 20:46:30.630;1046;24;1139;1
1584;2025-03-03 20:46:22.020;0;0;0;1;2025-03-03 20:46:22.090;76404;842;92765;1
1585;2025-03-03 20:46:24.450;0;0;0;1;2025-03-03 20:46:24.460;1138;24;1259;1
1586;2025-03-03 20:46:25.663;0;0;0;1;2025-03-03 20:46:25.710;2903;64;3378;1
1587;2025-03-03 20:46:26.667;0;0;0;1;2025-03-03 20:46:26.760;98022;3148;118382;1
1588;2025-03-03 20:46:23.517;0;0;0;1;2025-03-03 20:46:23.590;3247;66;3398;1
1598;2025-03-06 07:04:51.483;0;0;0;0;2025-03-06 07:04:51.483;94;0;95;2
1599;2025-03-06 07:05:54.833;0;0;0;0;2025-03-06 07:05:54.843;538;2;539;2
1600;2025-03-06 07:05:54.840;0;0;0;0;2025-03-06 07:05:54.843;47;0;48;2
1601;2025-03-06 07:05:54.840;0;0;0;0;2025-03-06 07:05:54.843;35;0;36;2
1602;2025-03-06 07:05:54.840;0;0;0;0;2025-03-06 07:05:54.843;34;0;35;2
1603;2025-03-06 07:05:54.843;0;0;0;0;2025-03-06 07:05:54.843;31;0;33;2
1604;2025-03-06 07:06:39.263;0;0;0;0;2025-03-06 07:06:39.270;901;2;902;2
1605;2025-03-06 07:06:39.267;0;0;0;0;2025-03-06 07:06:39.270;83;0;85;2
1606;2025-03-06 07:06:39.267;0;0;0;0;2025-03-06 07:06:39.270;29;0;30;2
