IDConsulta;Creation_Time;Index_Suggestions_Flag;Warnings_Flag;Table_Scan_Flag;Index_Scan_Flag;last_execution_time;last_worker_time;last_logical_reads;last_elapsed_time;Categoria
1506;2025-02-28 06:48:27.713;0;0;0;1;2025-02-28 08:51:47.800;446990;47835;138413;1
1507;2025-02-28 06:49:09.743;0;1;0;1;2025-02-28 08:51:45.343;1704;16;1705;1
1508;2025-02-28 06:49:09.743;0;1;0;1;2025-02-28 08:51:51.353;897;16;898;1
1509;2025-02-28 06:45:40.863;0;0;0;1;2025-02-28 08:51:59.950;1605;16;1606;1
1510;2025-02-28 06:46:58.277;0;0;0;1;2025-02-28 08:52:04.367;115;2;115;2
1511;2025-02-28 06:47:29.627;0;0;0;1;2025-02-28 08:52:08.960;186;2;187;2
1512;2025-02-28 06:48:27.703;0;0;0;0;2025-02-28 08:52:17.970;27;0;27;2
1513;2025-02-28 06:45:38.663;0;0;0;1;2025-02-28 08:52:32.437;211;20;212;2
1514;2025-02-28 06:45:26.833;0;0;0;1;2025-02-28 08:52:49.013;62;2;63;2
1515;2025-02-28 06:53:11.200;0;1;0;1;2025-02-28 08:52:54.023;35503;633;35744;1
1516;2025-02-28 06:49:09.743;0;1;0;1;2025-02-28 08:52:54.067;338;16;339;1
1517;2025-02-28 07:35:53.357;0;1;0;1;2025-02-28 08:52:54.467;7625;16;7627;1
1518;2025-02-28 07:32:37.390;0;0;0;1;2025-02-28 08:53:08.493;5847;16;5849;1
1519;2025-02-28 06:49:09.743;0;1;0;1;2025-02-28 08:53:01.483;959;16;960;1
1520;2025-02-28 06:49:09.743;0;1;0;1;2025-02-28 08:53:18.097;347;16;348;1
1521;2025-02-28 07:32:37.407;0;0;0;1;2025-02-28 08:53:20.637;266480;47419;1531355;1
1522;2025-02-28 06:47:29.627;0;0;0;1;2025-02-28 08:53:20.827;61;2;61;2
1523;2025-02-28 07:44:12.590;0;0;0;1;2025-02-28 08:53:36.697;276772;47835;129254;1
1524;2025-02-28 06:51:44.733;0;0;0;1;2025-02-28 08:53:31.110;6415;16;6417;1
1525;2025-02-28 06:48:27.703;0;0;0;0;2025-02-28 08:53:36.120;32;0;33;2
1526;2025-02-28 06:49:09.743;0;1;0;1;2025-02-28 08:53:44.130;233;16;233;1
1527;2025-02-28 07:36:39.670;0;0;0;0;2025-02-28 08:53:49.837;63;0;64;2
1528;2025-02-28 06:52:51.153;0;0;0;1;2025-02-28 08:53:58.143;232;4;233;2
1529;2025-02-28 07:32:37.407;0;0;0;1;2025-02-28 08:53:57.897;618;16;619;2
1530;2025-02-28 07:32:37.390;0;1;0;1;2025-02-28 08:53:57.870;20661;3403;25567;1
1531;2025-02-28 07:48:53.560;0;0;0;1;2025-02-28 08:53:57.847;478415;47835;152711;1
1532;2025-02-28 07:35:53.357;0;1;0;1;2025-02-28 08:54:07.003;1628;16;1628;1
1533;2025-02-28 06:52:51.153;0;0;0;1;2025-02-28 08:54:17.203;164;4;165;2
1534;2025-02-28 07:33:44.840;0;0;0;1;2025-02-28 08:54:15.210;2698;1260;2698;1
1535;2025-02-28 06:48:27.703;0;0;0;1;2025-02-28 08:54:23.207;52;2;52;2
1589;2025-03-06 06:39:00.297;0;0;0;1;2025-03-06 06:39:00.297;361;2;362;2
1590;2025-03-06 06:40:41.450;0;0;0;1;2025-03-06 06:40:41.480;6267;1276;6911;1
1591;2025-03-06 06:40:41.470;0;0;0;1;2025-03-06 06:40:41.487;436;2;719;2
522;2025-02-28 06:45:46.927;0;0;0;1;2025-02-28 06:57:25.643;597619;47857;351615;1
523;2025-02-28 06:46:02.460;0;0;0;1;2025-02-28 06:57:23.627;10663;1574;11433;1
524;2025-02-28 06:46:39.220;0;0;0;1;2025-02-28 06:57:37.577;46;2;46;2
525;2025-02-28 06:45:26.833;0;0;0;1;2025-02-28 06:57:35.060;70;2;71;2
526;2025-02-28 06:47:29.627;0;0;0;1;2025-02-28 06:57:40.460;70;2;71;2
527;2025-02-28 06:45:40.863;0;0;0;1;2025-02-28 06:57:37.577;654;16;654;2
528;2025-02-28 06:45:26.833;0;0;0;1;2025-02-28 06:57:54.147;122;2;122;2
529;2025-02-28 06:50:23.790;1;0;0;1;2025-02-28 06:58:00.713;11651;61;22812;1
530;2025-02-28 06:50:16.460;0;0;0;1;2025-02-28 06:57:53.480;200;4;201;2
531;2025-02-28 06:45:49.477;0;0;0;0;2025-02-28 06:58:02.570;43;0;43;2
532;2025-02-28 06:45:49.477;0;0;0;0;2025-02-28 06:58:16.953;60;0;61;2
533;2025-02-28 06:50:23.883;0;0;0;1;2025-02-28 06:58:16.763;8955;1257;8958;1
534;2025-02-28 06:45:49.477;0;0;0;0;2025-02-28 06:58:26.950;62;0;63;2
535;2025-02-28 06:46:39.220;0;0;0;1;2025-02-28 06:58:29.120;78;2;79;2
536;2025-02-28 06:45:40.863;0;0;0;1;2025-02-28 06:58:23.780;829;16;829;2
537;2025-02-28 06:46:39.220;0;0;0;1;2025-02-28 06:58:37.033;96;2;97;2
538;2025-02-28 06:45:26.833;0;0;0;1;2025-02-28 06:58:40.060;88;2;89;2
539;2025-02-28 06:51:43.983;1;0;0;1;2025-02-28 06:58:38.153;7700;61;21940;1
540;2025-02-28 06:45:40.863;0;0;0;1;2025-02-28 06:58:31.983;982;16;983;2
541;2025-02-28 06:48:27.703;0;0;0;0;2025-02-28 06:58:36.233;35;0;36;2
542;2025-02-28 06:52:51.153;0;0;0;1;2025-02-28 06:58:51.177;161;4;162;2
543;2025-02-28 06:46:58.277;0;0;0;1;2025-02-28 06:59:01.253;119;2;120;2
544;2025-02-28 06:53:11.200;0;1;0;1;2025-02-28 06:58:56.207;36183;633;73881;1
545;2025-02-28 06:46:39.220;0;0;0;1;2025-02-28 06:58:59.237;132;2;133;2
546;2025-02-28 06:45:40.863;0;0;0;1;2025-02-28 06:58:56.203;937;16;937;2
547;2025-02-28 06:46:39.220;0;0;0;1;2025-02-28 06:59:09.283;129;2;130;2
548;2025-02-28 06:49:09.743;0;1;0;1;2025-02-28 06:59:04.240;898;16;898;1
549;2025-02-28 06:47:29.627;0;0;0;1;2025-02-28 06:59:06.503;128;2;128;2
550;2025-02-28 06:45:40.863;0;0;0;1;2025-02-28 06:59:06.490;1250;16;1251;1
551;2025-02-28 06:46:39.220;0;0;0;1;2025-02-28 06:59:14.253;130;2;131;2
552;2025-02-28 06:46:35.293;0;1;0;1;2025-02-28 06:59:19.623;6725;16;6727;1
553;2025-02-28 06:45:40.863;0;0;0;1;2025-02-28 06:59:13.620;1497;16;1498;1
555;2025-02-28 06:46:58.277;0;0;0;1;2025-02-28 06:59:35.133;80;2;80;2
556;2025-02-28 06:49:28.340;0;0;0;1;2025-02-28 06:59:33.300;719;3;720;2
557;2025-02-28 06:46:39.220;0;0;0;1;2025-02-28 06:59:50.180;149;2;150;2
761;2025-02-28 06:49:09.743;0;1;0;1;2025-02-28 07:28:00.933;1062;16;1062;1
762;2025-02-28 06:48:27.703;0;0;0;1;2025-02-28 07:28:15.300;353;2;354;2
763;2025-02-28 07:28:19.830;1;1;0;1;2025-02-28 07:28:19.933;534042;45692;693063;1
764;2025-02-28 07:28:27.943;1;1;0;1;2025-02-28 07:28:28.057;669328;45692;843115;1
765;2025-02-28 06:46:58.277;0;0;0;1;2025-02-28 07:28:38.347;195;2;196;2
766;2025-02-28 07:28:35.753;1;1;0;1;2025-02-28 07:28:35.853;139725;41659;178174;1
767;2025-02-28 06:45:40.863;0;0;0;1;2025-02-28 07:28:52.360;702;16;703;2
768;2025-02-28 06:49:28.340;0;0;0;1;2025-02-28 07:29:06.367;220;3;220;2
769;2025-02-28 07:29:20.377;1;1;0;1;2025-02-28 07:29:20.427;86030;41659;106749;1
770;2025-02-28 07:29:25.697;1;1;0;1;2025-02-28 07:29:25.750;87752;41659;106134;1
771;2025-02-28 06:45:26.833;0;0;0;1;2025-02-28 07:29:21.723;39;2;39;2
772;2025-02-28 06:47:09.163;0;0;0;1;2025-02-28 07:29:21.720;2692;38;2692;1
773;2025-02-28 07:29:33.533;0;1;0;1;2025-02-28 07:29:33.563;537754;5006;669568;1
774;2025-02-28 06:48:44.267;0;1;0;1;2025-02-28 07:29:34.863;1427;16;1427;1
775;2025-02-28 06:48:27.703;0;0;0;1;2025-02-28 07:30:08.337;77;2;77;2
776;2025-02-28 07:29:25.697;1;1;0;1;2025-02-28 07:30:01.033;111393;41659;132149;1
777;2025-02-28 06:51:44.733;0;0;0;1;2025-02-28 07:30:28.390;1708;16;1709;1
778;2025-02-28 06:49:09.743;0;1;0;1;2025-02-28 07:30:37.400;871;16;872;1
779;2025-02-28 06:45:26.833;0;0;0;1;2025-02-28 07:30:44.850;35;2;36;2
780;2025-02-28 06:50:42.130;1;1;0;1;2025-02-28 07:30:44.850;234316;45692;487116;1
781;2025-02-28 06:51:44.733;0;0;0;1;2025-02-28 07:30:44.847;1789;16;1789;1
782;2025-02-28 06:45:38.663;0;0;0;1;2025-02-28 07:31:02.470;106;20;106;2
783;2025-02-28 06:48:27.703;0;0;0;1;2025-02-28 07:31:16.473;95;2;95;2
784;2025-02-28 06:51:44.733;0;0;0;1;2025-02-28 07:31:43.513;6820;16;6821;1
785;2025-02-28 06:46:58.277;0;0;0;1;2025-02-28 07:31:58.530;68;2;69;2
786;2025-02-28 06:46:39.220;0;0;0;1;2025-02-28 07:32:12.540;68;2;69;2
787;2025-02-28 06:48:27.710;0;0;0;1;2025-02-28 07:32:18.547;260249;47857;138058;1
788;2025-02-28 06:48:27.703;0;0;0;1;2025-02-28 07:32:37.390;53;2;53;2
602;2025-02-28 06:45:28.353;0;0;0;1;2025-02-28 07:02:04.397;800478;47835;384453;1
603;2025-02-28 06:45:55.520;0;0;0;1;2025-02-28 07:02:02.823;2542;16;2542;1
604;2025-02-28 06:46:35.293;0;1;0;1;2025-02-28 07:02:19.793;9898;16;9944;1
605;2025-02-28 06:45:40.863;0;0;0;1;2025-02-28 07:02:13.230;1294;16;1296;1
606;2025-02-28 06:46:39.220;0;0;0;1;2025-02-28 07:02:20.973;72;2;73;2
607;2025-02-28 06:45:28.353;0;0;0;1;2025-02-28 07:02:22.980;794125;47835;238476;1
608;2025-02-28 06:49:28.340;0;0;0;1;2025-02-28 07:02:36.267;779;3;781;2
609;2025-02-28 06:45:38.663;0;0;0;1;2025-02-28 07:02:36.267;537;20;538;2
610;2025-02-28 06:45:26.833;0;0;0;1;2025-02-28 07:02:37.530;134;2;135;2
611;2025-02-28 06:45:49.477;0;0;0;0;2025-02-28 07:02:50.080;71;0;72;2
612;2025-02-28 06:46:48.853;0;1;0;1;2025-02-28 07:02:43.940;23972;3399;23974;1
613;2025-02-28 06:50:16.460;0;0;0;1;2025-02-28 07:02:48.970;214;4;214;2
614;2025-02-28 06:45:46.927;0;0;0;1;2025-02-28 07:02:42.540;826573;47857;456342;1
615;2025-02-28 06:48:27.710;0;0;0;1;2025-02-28 07:02:47.290;433125;47857;939879;1
616;2025-02-28 06:45:40.863;0;0;0;1;2025-02-28 07:02:47.290;1222;16;1223;1
617;2025-02-28 06:45:38.663;0;0;0;1;2025-02-28 07:02:55.087;507;20;508;2
618;2025-02-28 06:45:26.833;0;0;0;1;2025-02-28 07:02:57.090;67;2;68;2
619;2025-02-28 06:45:38.663;0;0;0;1;2025-02-28 07:03:05.110;471;20;472;2
620;2025-02-28 06:52:51.153;0;0;0;1;2025-02-28 07:03:16.450;103;4;104;2
621;2025-02-28 06:53:11.200;0;1;0;1;2025-02-28 07:03:16.403;29109;633;31973;1
622;2025-02-28 06:46:39.220;0;0;0;1;2025-02-28 07:03:19.033;78;2;79;2
623;2025-02-28 06:56:58.210;0;0;0;1;2025-02-28 07:03:16.253;534651;47835;476985;1
624;2025-02-28 06:45:40.863;0;0;0;1;2025-02-28 07:03:14.310;1922;16;1923;1
625;2025-02-28 06:46:39.220;0;0;0;1;2025-02-28 07:03:27.603;78;2;78;2
626;2025-02-28 07:03:28.397;1;1;0;1;2025-02-28 07:03:28.473;379666;45692;518219;1
627;2025-02-28 06:45:28.353;0;0;0;1;2025-02-28 07:03:23.343;776214;47835;241238;1
628;2025-02-28 06:45:49.477;0;0;0;0;2025-02-28 07:03:31.610;45;0;45;2
629;2025-02-28 06:49:28.340;0;0;0;1;2025-02-28 07:03:39.227;795;3;796;2
630;2025-02-28 06:45:38.663;0;0;0;1;2025-02-28 07:03:37.783;433;20;434;2
631;2025-02-28 06:46:35.293;0;1;0;1;2025-02-28 07:03:33.210;5671;16;5672;1
632;2025-02-28 07:03:36.217;1;1;0;1;2025-02-28 07:03:36.300;432895;45692;550691;1
633;2025-02-28 06:45:49.477;0;0;0;0;2025-02-28 07:03:49.087;35;0;35;2
634;2025-02-28 07:03:41.023;1;1;0;1;2025-02-28 07:03:41.110;401692;45692;512760;1
635;2025-02-28 06:45:49.477;0;0;0;0;2025-02-28 07:03:59.350;45;0;45;2
636;2025-02-28 06:46:39.220;0;0;0;1;2025-02-28 07:03:57.163;137;2;138;2
637;2025-02-28 06:46:48.853;0;1;0;1;2025-02-28 07:03:52.240;30687;3399;30690;1
638;2025-02-28 06:45:28.353;0;0;0;1;2025-02-28 07:03:59.280;788838;47835;237892;1
639;2025-02-28 06:53:11.200;0;1;0;1;2025-02-28 07:04:02.850;45576;633;45580;1
640;2025-02-28 06:46:48.853;0;1;0;1;2025-02-28 07:04:06.540;33972;3403;33977;1
641;2025-02-28 06:50:16.460;0;0;0;1;2025-02-28 07:04:07.523;219;4;219;2
642;2025-02-28 06:46:20.563;0;0;0;1;2025-02-28 07:04:04.180;631626;47835;352912;1
643;2025-02-28 06:52:51.153;0;0;0;1;2025-02-28 07:04:10.903;212;4;212;2
644;2025-02-28 06:49:28.340;0;0;0;1;2025-02-28 07:04:19.910;790;3;791;2
645;2025-02-28 06:46:48.853;0;1;0;1;2025-02-28 07:04:11.580;14334;3399;14335;1
646;2025-02-28 06:45:40.863;0;0;0;1;2025-02-28 07:04:15.533;1546;16;1547;1
647;2025-02-28 06:45:26.833;0;0;0;1;2025-02-28 07:04:27.930;72;2;72;2
650;2025-02-28 06:45:55.520;0;0;0;1;2025-02-28 07:04:36.507;5042;16;5043;1
651;2025-02-28 06:46:20.563;0;0;0;1;2025-02-28 07:04:42.590;747967;47835;405547;1
652;2025-02-28 06:46:02.460;0;0;0;1;2025-02-28 07:04:48.000;4103;1257;4104;1
653;2025-02-28 06:45:38.663;0;0;0;1;2025-02-28 07:04:53.960;491;20;492;2
654;2025-02-28 06:46:48.853;0;1;0;1;2025-02-28 07:04:56.530;20432;3399;20434;1
655;2025-02-28 06:45:46.927;0;0;0;1;2025-02-28 07:04:59.560;788862;47857;476856;1
656;2025-02-28 06:45:40.863;0;0;0;1;2025-02-28 07:04:53.530;1128;16;1129;1
657;2025-02-28 06:46:39.220;0;0;0;1;2025-02-28 07:05:06.217;132;2;133;2
658;2025-02-28 06:45:28.353;0;0;0;1;2025-02-28 07:05:09.223;786681;47835;238326;1
659;2025-02-28 06:46:58.277;0;0;0;1;2025-02-28 07:05:12.467;151;2;152;2
660;2025-02-28 06:45:28.353;0;0;0;1;2025-02-28 07:05:19.490;760565;47835;236967;1
661;2025-02-28 06:46:02.460;0;0;0;1;2025-02-28 07:05:14.473;6472;1260;6474;1
662;2025-02-28 06:52:51.153;0;0;0;1;2025-02-28 07:05:30.123;213;4;214;2
663;2025-02-28 06:46:58.277;0;0;0;1;2025-02-28 07:05:34.210;142;2;143;2
664;2025-02-28 06:45:40.863;0;0;0;1;2025-02-28 07:05:39.117;1357;16;1358;1
665;2025-02-28 06:45:38.663;0;0;0;1;2025-02-28 07:05:58.410;387;20;388;2
666;2025-02-28 06:46:35.293;0;1;0;1;2025-02-28 07:05:57.420;2559;16;2560;1
667;2025-02-28 06:45:46.927;0;0;0;1;2025-02-28 07:05:51.987;802156;47857;425834;1
668;2025-02-28 06:46:39.220;0;0;0;1;2025-02-28 07:06:10.537;70;2;70;2
669;2025-02-28 06:45:28.353;0;0;0;1;2025-02-28 07:06:05.420;658471;47835;215823;1
670;2025-02-28 06:50:23.790;1;0;0;1;2025-02-28 07:06:17.187;13310;61;13313;1
671;2025-02-28 06:45:28.353;0;0;0;1;2025-02-28 07:06:14.540;784501;47835;242501;1
672;2025-02-28 06:45:38.663;0;0;0;1;2025-02-28 07:06:29.827;296;20;296;2
673;2025-02-28 06:48:27.710;0;0;0;1;2025-02-28 07:06:26.213;453232;47857;177623;1
674;2025-02-28 06:45:40.863;0;0;0;1;2025-02-28 07:06:25.280;769;16;770;2
675;2025-02-28 06:45:49.477;0;0;0;0;2025-02-28 07:06:33.830;34;0;34;2
676;2025-02-28 06:50:23.790;1;0;0;1;2025-02-28 07:06:37.400;14165;61;14168;1
677;2025-02-28 06:53:11.200;0;1;0;1;2025-02-28 07:06:49.430;70184;633;70192;1
678;2025-02-28 06:45:55.520;0;0;0;1;2025-02-28 07:06:46.307;5509;16;5511;1
679;2025-02-28 06:46:48.853;0;1;0;1;2025-02-28 07:06:59.387;41621;3399;41628;1
680;2025-02-28 06:45:28.353;0;0;0;1;2025-02-28 07:06:57.153;614994;47835;227384;1
681;2025-02-28 06:45:40.863;0;0;0;1;2025-02-28 07:06:59.327;1641;16;1642;1
682;2025-02-28 06:45:49.477;0;0;0;0;2025-02-28 07:07:05.440;39;0;40;2
683;2025-02-28 06:52:51.153;0;0;0;1;2025-02-28 07:07:04.510;140;4;141;2
684;2025-02-28 06:49:09.743;0;1;0;1;2025-02-28 07:07:14.520;875;16;876;1
685;2025-02-28 06:45:46.927;0;0;0;1;2025-02-28 07:07:11.450;1034100;47857;491763;1
686;2025-02-28 06:45:55.520;0;0;0;1;2025-02-28 07:07:16.960;5311;16;5312;1
687;2025-02-28 06:46:05.510;0;0;0;1;2025-02-28 07:07:27.530;730;16;730;2
688;2025-02-28 06:46:48.853;0;1;0;1;2025-02-28 07:07:27.223;21526;3399;21528;1
689;2025-02-28 06:45:40.863;0;0;0;1;2025-02-28 07:07:29.250;1740;16;1741;1
690;2025-02-28 06:45:55.520;0;0;0;1;2025-02-28 07:07:33.260;2622;16;2623;1
691;2025-02-28 06:45:38.663;0;0;0;1;2025-02-28 07:07:48.553;258;20;259;2
692;2025-02-28 06:48:27.703;0;0;0;1;2025-02-28 07:09:05.377;73;2;74;2
693;2025-02-28 06:45:38.663;0;0;0;1;2025-02-28 07:09:05.353;200;20;200;2
694;2025-02-28 06:45:38.663;0;0;0;1;2025-02-28 07:09:44.573;606;20;607;2
789;2025-02-28 07:32:37.407;0;0;0;1;2025-02-28 07:32:37.413;521;16;522;2
799;2025-02-28 06:45:40.863;0;0;0;1;2025-02-28 07:32:59.930;458;16;458;2
695;2025-02-28 07:09:52.410;0;0;0;1;2025-02-28 07:09:52.420;304;2;304;2
696;2025-02-28 07:09:51.620;0;0;0;1;2025-02-28 07:09:51.623;104;2;104;2
697;2025-02-28 06:49:09.743;0;1;0;1;2025-02-28 07:10:43.290;648;16;649;1
698;2025-02-28 06:49:28.340;0;0;0;1;2025-02-28 07:11:16.470;329;3;330;2
699;2025-02-28 06:49:09.743;0;1;0;1;2025-02-28 07:11:16.470;521;16;522;1
700;2025-02-28 06:46:05.510;0;0;0;1;2025-02-28 07:18:19.083;1530;16;1531;1
701;2025-02-28 06:46:39.220;0;0;0;1;2025-02-28 07:18:19.097;78;2;78;2
702;2025-02-28 06:45:26.833;0;0;0;1;2025-02-28 07:18:19.087;45;2;45;2
703;2025-02-28 06:48:27.710;0;0;0;1;2025-02-28 07:18:19.090;446303;47857;475866;1
704;2025-02-28 06:49:28.340;0;0;0;1;2025-02-28 07:18:34.577;733;3;734;2
705;2025-02-28 06:45:26.833;0;0;0;1;2025-02-28 07:18:40.597;87;2;88;2
706;2025-02-28 06:48:27.713;0;0;0;1;2025-02-28 07:18:47.617;933931;47835;308538;1
707;2025-02-28 06:49:09.743;0;1;0;1;2025-02-28 07:18:59.953;601;16;602;1
708;2025-02-28 06:45:40.863;0;0;0;1;2025-02-28 07:19:04.967;2011;16;2012;1
709;2025-02-28 07:19:25.247;0;1;0;1;2025-02-28 07:19:25.250;3749;16;3750;1
710;2025-02-28 07:19:34.253;0;1;0;1;2025-02-28 07:19:34.257;2439;16;2440;1
711;2025-02-28 06:51:44.733;0;0;0;1;2025-02-28 07:19:37.030;11861;16;11864;1
712;2025-02-28 07:19:44.137;0;1;0;1;2025-02-28 07:19:44.140;4932;16;4934;1
713;2025-02-28 07:19:55.357;0;1;0;1;2025-02-28 07:19:55.357;1805;16;1806;1
790;2025-02-28 07:32:37.390;0;1;0;1;2025-02-28 07:32:37.420;8116;3435;12137;1
791;2025-02-28 07:32:37.390;0;0;0;1;2025-02-28 07:32:37.390;1906;16;1907;1
792;2025-02-28 07:32:37.407;0;0;0;1;2025-02-28 07:32:37.470;263761;47857;123298;1
793;2025-02-28 06:47:29.627;0;0;0;1;2025-02-28 07:32:35.703;125;2;126;2
794;2025-02-28 07:32:37.407;0;0;0;1;2025-02-28 07:32:43.600;370613;47857;145154;1
795;2025-02-28 06:50:23.790;1;0;0;1;2025-02-28 07:32:45.713;8483;61;8484;1
796;2025-02-28 06:49:28.340;0;0;0;1;2025-02-28 07:32:51.753;195;3;195;2
797;2025-02-28 06:45:38.663;0;0;0;1;2025-02-28 07:32:59.927;164;20;164;2
798;2025-02-28 07:32:37.390;0;1;0;1;2025-02-28 07:32:56.760;20476;3399;20477;1
800;2025-02-28 07:32:37.390;0;0;0;1;2025-02-28 07:33:06.790;5929;16;5931;1
801;2025-02-28 06:50:23.883;0;0;0;1;2025-02-28 07:33:08.960;3880;1257;3881;1
802;2025-02-28 07:33:15.803;1;0;0;1;2025-02-28 07:33:15.803;3671;61;3671;1
803;2025-02-28 06:45:26.833;0;0;0;1;2025-02-28 07:33:29.007;44;2;45;2
804;2025-02-28 06:49:09.743;0;1;0;1;2025-02-28 07:33:28.997;627;16;627;1
805;2025-02-28 06:51:44.733;0;0;0;1;2025-02-28 07:33:21.980;5755;16;5757;1
806;2025-02-28 07:33:44.840;0;0;0;1;2025-02-28 07:33:44.863;3313;1284;3314;1
807;2025-02-28 06:50:23.883;0;0;0;1;2025-02-28 07:33:44.050;4465;1260;4466;1
808;2025-02-28 06:45:40.863;0;0;0;1;2025-02-28 07:34:00.100;873;16;874;2
809;2025-02-28 06:52:51.153;0;0;0;1;2025-02-28 07:34:07.107;123;4;123;2
810;2025-02-28 06:48:27.703;0;0;0;1;2025-02-28 07:34:06.223;62;2;63;2
811;2025-02-28 06:47:29.627;0;0;0;1;2025-02-28 07:34:14.230;158;2;159;2
812;2025-02-28 07:34:29.240;0;0;0;1;2025-02-28 07:34:29.240;118;4;118;2
813;2025-02-28 06:45:38.663;0;0;0;1;2025-02-28 07:34:21.387;258;20;258;2
814;2025-02-28 06:48:44.267;0;1;0;1;2025-02-28 07:34:35.397;6596;16;6598;1
815;2025-02-28 06:49:28.340;0;0;0;1;2025-02-28 07:34:46.117;216;3;216;2
816;2025-02-28 06:48:27.703;0;0;0;1;2025-02-28 07:34:46.057;61;2;61;2
817;2025-02-28 06:48:27.713;0;0;0;1;2025-02-28 07:34:46.047;394491;47277;1423642;1
818;2025-02-28 06:45:38.663;0;0;0;1;2025-02-28 07:34:46.063;191;20;192;2
819;2025-02-28 06:45:26.833;0;0;0;1;2025-02-28 07:34:43.253;130;2;130;2
820;2025-02-28 06:48:27.710;0;0;0;1;2025-02-28 07:34:45.477;240458;47560;1309093;1
821;2025-02-28 06:49:09.743;0;1;0;1;2025-02-28 07:34:58.270;887;16;887;1
822;2025-02-28 07:33:15.803;1;0;0;1;2025-02-28 07:35:07.280;14869;61;14872;1
823;2025-02-28 06:49:09.743;0;1;0;1;2025-02-28 07:35:12.983;569;16;569;1
824;2025-02-28 06:48:27.703;0;0;0;1;2025-02-28 07:35:22.627;68;2;69;2
825;2025-02-28 06:47:29.627;0;0;0;1;2025-02-28 07:35:23.000;62;2;63;2
826;2025-02-28 06:53:11.200;0;1;0;1;2025-02-28 07:35:48.033;40587;633;40591;1
827;2025-02-28 07:32:37.390;0;0;0;1;2025-02-28 07:35:59.377;10295;16;10297;1
828;2025-02-28 06:50:23.790;1;0;0;1;2025-02-28 07:36:00.080;7865;61;7866;1
829;2025-02-28 07:35:53.357;0;1;0;1;2025-02-28 07:35:53.360;6008;16;6010;1
830;2025-02-28 06:47:29.627;0;0;0;1;2025-02-28 07:36:15.100;126;2;127;2
831;2025-02-28 06:46:39.220;0;0;0;1;2025-02-28 07:36:22.133;47;2;47;2
832;2025-02-28 06:52:51.153;0;0;0;1;2025-02-28 07:36:34.140;59;4;59;2
833;2025-02-28 06:49:28.340;0;0;0;1;2025-02-28 07:36:39.597;205;3;205;2
834;2025-02-28 06:47:29.627;0;0;0;1;2025-02-28 07:36:34.140;58;2;58;2
835;2025-02-28 07:35:53.357;0;1;0;1;2025-02-28 07:36:39.673;2824;16;2824;1
862;2025-02-28 06:52:51.153;0;0;0;1;2025-02-28 07:39:49.007;220;4;221;2
836;2025-02-28 07:36:39.670;0;0;0;0;2025-02-28 07:36:39.677;46;0;46;2
837;2025-02-28 06:49:28.340;0;0;0;1;2025-02-28 07:36:47.150;415;3;416;2
838;2025-02-28 06:46:39.220;0;0;0;1;2025-02-28 07:36:53.167;69;2;69;2
839;2025-02-28 07:33:15.803;1;0;0;1;2025-02-28 07:36:54.350;15340;61;15342;1
840;2025-02-28 06:53:11.200;0;1;0;1;2025-02-28 07:37:19.233;14212;633;17446;1
841;2025-02-28 06:45:26.833;0;0;0;1;2025-02-28 07:37:13.383;57;2;58;2
842;2025-02-28 06:46:39.220;0;0;0;1;2025-02-28 07:37:23.393;136;2;137;2
843;2025-02-28 07:35:53.357;0;1;0;1;2025-02-28 07:37:37.407;6622;16;6623;1
844;2025-02-28 06:45:26.833;0;0;0;1;2025-02-28 07:37:55.623;128;2;129;2
845;2025-02-28 06:46:39.220;0;0;0;1;2025-02-28 07:38:01.630;132;2;133;2
846;2025-02-28 07:36:39.670;0;0;0;0;2025-02-28 07:38:03.457;46;0;46;2
847;2025-02-28 06:45:38.663;0;0;0;1;2025-02-28 07:38:15.640;331;20;332;2
848;2025-02-28 06:53:11.200;0;1;0;1;2025-02-28 07:38:28.653;45068;633;45072;1
849;2025-02-28 07:32:37.390;0;0;0;1;2025-02-28 07:38:23.667;1413;16;1414;1
850;2025-02-28 06:53:11.200;0;1;0;1;2025-02-28 07:38:46.720;48754;633;48830;1
851;2025-02-28 06:48:27.703;0;0;0;1;2025-02-28 07:38:48.747;171;2;172;2
852;2025-02-28 07:32:37.407;0;0;0;1;2025-02-28 07:38:54.753;906;16;907;2
853;2025-02-28 06:48:27.703;0;0;0;0;2025-02-28 07:38:54.790;66;0;66;2
854;2025-02-28 06:45:38.663;0;0;0;1;2025-02-28 07:39:04.937;132;20;132;2
855;2025-02-28 06:48:27.710;0;0;0;1;2025-02-28 07:39:04.810;334357;47857;131552;1
856;2025-02-28 07:36:39.670;0;0;0;0;2025-02-28 07:39:09.280;61;0;61;2
857;2025-02-28 06:49:28.340;0;0;0;1;2025-02-28 07:39:18.723;207;3;207;2
858;2025-02-28 06:48:27.703;0;0;0;1;2025-02-28 07:39:13.943;165;2;166;2
859;2025-02-28 06:45:38.663;0;0;0;1;2025-02-28 07:39:22.960;438;20;439;2
860;2025-02-28 07:33:15.803;1;0;0;1;2025-02-28 07:39:34.753;4775;61;9442;1
861;2025-02-28 06:47:29.627;0;0;0;1;2025-02-28 07:39:38.997;173;2;174;2
863;2025-02-28 07:35:53.357;0;1;0;1;2025-02-28 07:39:46.277;7354;16;7357;1
864;2025-02-28 06:47:29.627;0;0;0;1;2025-02-28 07:39:56.297;160;2;161;2
